"image_id","image_name","roi_id","shape_id","type","z","t","channel","area (µm²)","length (µm)","points","min","max","sum","mean","std_dev","Text","Points","counts_CD3+ CD4- CD8- TCRgd-","counts_CD3+ CD4+ TCRgd- CD8-","counts_CD3+ CD8+ TCRgd- CD4-","counts_CD3+ TCRgd+ CD4- CD8-","counts_NA","area_um2"
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36285,40131,"polyline",NA,NA,NA,NA,901.81,NA,NA,NA,NA,NA,NA,"control_region2b","30232.16,33336.78 30217.14,33298.02 30208.00,33261.18 30206.90,33219.86 30212.68,33173.23 30223.52,33143.08 30234.29,33126.59 30251.01,33119.00 30275.29,33119.06 30303.10,33128.01 30317.36,33139.78 30340.48,33181.92 30371.00,33225.02 30387.58,33244.73 30419.24,33270.43 30442.44,33294.18 30481.42,33351.27 30551.91,33433.79 30575.41,33467.32 30616.89,33540.19 30646.85,33611.43 30654.27,33652.13 30660.02,33724.49 30655.72,33780.54 30648.76,33798.58 30635.95,33816.52 30620.11,33828.12 30594.08,33840.47 30570.10,33841.07 30554.75,33837.74 30538.66,33831.45 30513.68,33813.59 30483.11,33789.92 30461.42,33767.29 30415.25,33711.43 30380.91,33653.48 30344.71,33547.22 30332.88,33500.89 30315.81,33452.71 30300.42,33422.67 30245.09,33361.98 30227.37,33332.08",0,2,1,0,5,38670.2040700912
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36286,40132,"polyline",NA,NA,NA,NA,300.05,NA,NA,NA,NA,NA,NA,"MUC6_region3","26492.89,25295.51 26495.49,25277.68 26530.07,25192.15 26536.20,25187.15 26542.97,25186.91 26572.76,25199.53 26623.10,25257.46 26642.11,25291.75 26656.19,25330.36 26659.65,25355.37 26658.31,25379.26 26648.60,25400.96 26635.98,25409.33 26616.30,25410.46 26601.15,25407.02 26582.62,25396.41 26545.67,25365.76 26524.82,25339.10 26506.98,25327.95 26494.74,25303.94 26492.52,25290.93",2,3,0,0,2,5849.16063308716
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36287,40133,"polyline",NA,NA,NA,NA,404.625,NA,NA,NA,NA,NA,NA,"control_region3","26621.84,25858.59 26598.13,25828.43 26588.11,25799.86 26589.07,25780.72 26604.75,25754.06 26630.93,25743.89 26696.93,25748.03 26772.65,25742.91 26828.03,25765.08 26861.67,25786.81 26895.42,25834.95 26902.23,25861.44 26902.61,25881.34 26893.25,25900.67 26880.12,25911.37 26869.72,25915.17 26833.66,25920.31 26763.11,25918.37 26705.36,25902.44 26679.07,25886.60 26634.85,25869.61 26618.64,25853.45",0,0,0,0,2,10574.5124464035
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36288,40134,"polyline",NA,NA,NA,NA,205.075,NA,NA,NA,NA,NA,NA,"MUC6_region4","32435.63,27967.55 32430.43,27929.26 32441.70,27901.92 32461.86,27867.00 32473.81,27858.27 32494.29,27856.39 32513.32,27860.07 32528.41,27869.96 32539.30,27884.94 32544.21,27903.06 32545.63,27937.02 32538.04,27964.28 32525.29,27983.43 32505.26,27994.25 32475.28,27994.59 32446.78,27980.34 32434.65,27960.81",0,0,0,0,0,3104.64334559441
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36289,40135,"polyline",NA,NA,NA,NA,242.848,NA,NA,NA,NA,NA,NA,"control_region4a","32355.78,28028.86 32337.82,28000.23 32315.16,27977.80 32290.63,27965.35 32266.70,27961.15 32248.83,27962.52 32235.31,27972.13 32219.69,27991.39 32213.44,28004.63 32211.56,28017.88 32212.90,28032.13 32218.98,28045.83 32246.00,28082.65 32283.42,28113.07 32296.35,28118.98 32310.15,28120.65 32322.71,28120.23 32337.91,28114.52 32360.39,28084.13 32363.62,28070.27 32363.77,28045.31 32354.03,28021.87",0,0,0,0,1,4294.18026256561
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36290,40136,"polyline",NA,NA,NA,NA,390.732,NA,NA,NA,NA,NA,NA,"control_region4b","32383.95,27924.73 32390.93,27922.05 32394.88,27915.48 32404.58,27880.05 32404.41,27826.22 32416.98,27743.74 32408.79,27706.89 32396.98,27682.13 32376.42,27664.98 32340.60,27653.16 32318.85,27652.90 32307.68,27655.85 32292.25,27663.48 32280.42,27674.12 32249.03,27713.68 32235.70,27742.63 32228.25,27775.18 32228.25,27805.84 32244.58,27872.81 32252.78,27893.07 32266.09,27914.50 32285.15,27928.90 32302.47,27936.55 32322.10,27940.53 32346.70,27939.30 32371.10,27933.36 32392.07,27922.14",0,0,0,0,2,10730.5076169968
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36291,40137,"polyline",NA,NA,NA,NA,316.249,NA,NA,NA,NA,NA,NA,"MUC6_region5a","32340.38,22694.31 32332.33,22702.07 32325.32,22763.46 32309.90,22783.24 32282.10,22787.95 32262.47,22783.04 32235.37,22767.42 32223.09,22753.01 32217.31,22727.40 32219.73,22702.28 32237.51,22646.73 32257.27,22616.44 32270.53,22603.58 32315.63,22584.37 32358.61,22582.00 32383.33,22594.01 32401.37,22613.15 32405.60,22627.59 32404.84,22650.56 32395.17,22671.56 32379.63,22686.12 32355.14,22697.44 32345.11,22697.82 32337.76,22694.32",0,0,1,0,2,6216.9879155159
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36292,40138,"polyline",NA,NA,NA,NA,221.46,NA,NA,NA,NA,NA,NA,"MUC6_region5b","32365.24,22802.20 32352.90,22777.73 32357.05,22760.87 32367.71,22748.00 32382.43,22738.74 32395.71,22734.00 32413.67,22735.04 32437.06,22740.82 32476.43,22762.49 32509.61,22796.18 32517.56,22812.26 32519.45,22823.94 32510.88,22839.60 32493.83,22849.62 32479.07,22852.95 32448.06,22851.70 32421.92,22842.94 32398.62,22830.65 32363.03,22796.05",0,0,0,0,2,3303.19335460663
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36293,40139,"polyline",NA,NA,NA,NA,294.12,NA,NA,NA,NA,NA,NA,"MUC6_region5c","32392.83,22705.70 32411.44,22677.90 32429.02,22663.75 32469.42,22651.40 32487.47,22650.77 32564.21,22662.94 32600.01,22677.47 32621.83,22702.91 32631.29,22725.18 32631.81,22735.99 32622.01,22756.04 32613.48,22764.37 32588.39,22775.61 32566.43,22777.03 32507.82,22756.41 32459.50,22747.80 32406.43,22733.54 32396.08,22724.85 32391.03,22706.71 32394.50,22700.92",0,0,0,0,5,5230.79385900497
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36294,40140,"polyline",NA,NA,NA,NA,194.812,NA,NA,NA,NA,NA,NA,"control_region5a","32069.15,22752.06 32056.50,22720.73 32055.82,22705.69 32070.40,22681.76 32094.08,22662.03 32117.56,22655.35 32134.51,22659.23 32160.60,22675.89 32176.81,22697.51 32181.67,22713.88 32181.24,22737.23 32166.34,22762.19 32149.70,22773.88 32131.42,22780.24 32101.64,22775.98 32081.78,22765.12 32066.01,22750.44",0,0,0,0,1,2911.73689889908
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36295,40141,"polyline",NA,NA,NA,NA,219.874,NA,NA,NA,NA,NA,NA,"MUC6_region5d","31950.14,22716.56 31932.80,22699.28 31915.46,22663.92 31911.21,22641.01 31913.59,22622.82 31923.79,22613.38 31946.64,22604.88 31983.34,22605.54 32018.47,22616.66 32035.40,22636.42 32044.98,22658.20 32049.30,22691.24 32049.19,22707.10 32045.66,22715.18 32018.62,22735.66 31997.83,22738.05 31972.10,22732.61 31943.88,22712.06",0,1,0,0,2,3499.72862768173
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36296,40142,"polyline",NA,NA,NA,NA,176.782,NA,NA,NA,NA,NA,NA,"MUC6_region5e","31759.78,22577.90 31754.70,22594.05 31754.23,22608.37 31767.43,22635.15 31790.04,22655.75 31806.98,22660.79 31828.00,22658.66 31857.57,22643.44 31868.30,22626.29 31870.76,22604.26 31868.04,22594.86 31858.82,22579.35 31830.72,22553.73 31805.56,22552.35 31787.71,22557.22 31772.23,22566.23 31759.27,22582.90",0,0,0,0,0,2361.85666775703
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36297,40143,"polyline",NA,NA,NA,NA,138.515,NA,NA,NA,NA,NA,NA,"MUC6_region5f","31675.30,22644.05 31667.29,22627.08 31665.99,22609.57 31671.75,22596.97 31684.48,22582.73 31696.38,22577.28 31716.22,22577.44 31729.90,22581.22 31739.08,22588.81 31748.69,22615.73 31749.25,22631.76 31745.62,22642.95 31734.97,22656.82 31718.40,22660.97 31688.44,22657.93 31674.62,22647.77 31671.07,22636.92",0,0,0,0,1,1396.88749217987
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36298,40144,"polyline",NA,NA,NA,NA,612.67,NA,NA,NA,NA,NA,NA,"MUC6_region5g","31848.20,22287.55 31840.17,22317.08 31841.21,22342.43 31850.77,22372.30 31865.85,22402.08 31873.86,22412.81 31921.35,22451.02 31970.86,22471.01 32080.92,22485.37 32122.05,22486.61 32147.09,22492.91 32174.44,22505.79 32207.15,22507.87 32233.16,22500.93 32250.05,22492.69 32278.13,22467.20 32294.85,22440.48 32315.43,22385.50 32316.10,22360.25 32304.61,22333.32 32294.87,22319.03 32273.66,22303.59 32238.23,22286.36 32189.99,22284.80 32160.48,22278.10 32146.87,22272.33 32126.07,22255.40 32088.15,22233.21 32068.54,22226.15 32043.70,22221.54 32011.36,22221.26 31982.45,22235.22 31964.47,22256.71 31944.02,22263.61 31918.99,22264.13 31887.13,22269.94 31862.65,22279.77 31847.03,22293.27",0,3,1,0,11,23810.3633852005
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36299,40145,"polyline",NA,NA,NA,NA,343.51,NA,NA,NA,NA,NA,NA,"control_region5b","32362.73,22541.15 32347.12,22503.33 32346.16,22466.64 32356.13,22433.83 32375.57,22405.80 32393.64,22393.76 32424.82,22396.56 32458.28,22384.10 32485.30,22377.89 32504.11,22379.65 32520.81,22392.83 32543.37,22433.70 32563.45,22504.43 32560.93,22528.64 32548.85,22552.17 32534.24,22568.79 32512.75,22581.08 32488.48,22588.04 32467.49,22589.32 32444.14,22586.11 32409.70,22573.30 32376.54,22551.89 32361.75,22534.64",0,0,0,0,1,8821.18928718567
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36300,40146,"polyline",NA,NA,NA,NA,259.755,NA,NA,NA,NA,NA,NA,"control_region5c","32705.84,22684.86 32717.84,22670.07 32737.75,22615.85 32739.34,22578.14 32730.91,22559.84 32715.67,22546.17 32673.10,22533.83 32619.13,22531.30 32596.82,22540.93 32582.85,22559.90 32578.11,22604.02 32586.74,22626.96 32615.30,22665.72 32630.71,22678.28 32652.17,22686.23 32676.14,22686.48 32705.04,22682.49 32710.85,22678.74",0,0,0,0,1,4981.05270195007
42590,"RE_IBD_20221220_BU18-19563-4_BU18-19563-4_Scan1.ome.tiff [resolution #1]",36301,40147,"polyline",NA,NA,NA,NA,395.278,NA,NA,NA,NA,NA,NA,"control_region5d","31437.03,22521.64 31429.98,22482.40 31445.56,22416.54 31450.61,22368.19 31479.70,22294.90 31500.62,22265.82 31525.97,22242.53 31558.70,22238.52 31588.94,22251.44 31611.19,22267.77 31618.82,22282.14 31623.20,22302.03 31622.66,22322.59 31611.98,22355.12 31593.93,22388.13 31552.87,22423.12 31541.87,22438.13 31539.86,22450.18 31548.80,22472.95 31544.93,22488.60 31535.04,22502.25 31518.34,22517.05 31498.66,22531.03 31479.05,22538.61 31460.60,22539.66 31446.75,22534.81 31436.73,22523.30 31434.57,22516.33",0,0,0,0,2,8798.66001558304
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38562,42412,"polyline",NA,NA,NA,NA,407.57,NA,NA,NA,NA,NA,NA,"MUC6_region1e","18262.25,52312.68 18236.85,52352.55 18230.02,52386.16 18234.97,52395.71 18244.48,52403.35 18257.03,52408.29 18273.10,52409.53 18293.26,52401.93 18309.83,52390.71 18352.39,52351.83 18387.28,52310.29 18427.93,52249.99 18450.04,52208.18 18460.80,52171.09 18466.70,52125.99 18459.40,52104.43 18452.02,52098.66 18440.41,52100.47 18428.38,52106.52 18410.66,52122.96 18383.31,52157.93 18363.41,52195.60 18325.01,52252.79 18301.97,52278.19 18261.60,52314.73",0,1,0,0,3,6959.2352976799
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38563,42413,"polyline",NA,NA,NA,NA,243.593,NA,NA,NA,NA,NA,NA,"MUC6_region1f","18093.15,52214.26 18115.47,52229.44 18135.79,52237.95 18177.09,52238.56 18210.31,52227.91 18233.66,52213.05 18251.02,52189.83 18255.25,52154.66 18244.21,52130.33 18234.19,52118.53 18221.30,52109.57 18197.97,52102.18 18161.52,52104.55 18113.89,52125.25 18099.36,52143.13 18094.46,52164.03 18092.13,52198.00 18100.88,52218.31",1,0,1,0,2,4392.53328680992
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38564,42414,"polyline",NA,NA,NA,NA,193.896,NA,NA,NA,NA,NA,NA,"MUC6_region1g","17949.85,52307.56 17972.22,52298.78 18034.70,52234.29 18053.85,52202.25 18054.41,52192.12 18050.39,52185.61 18039.61,52184.52 17986.74,52205.30 17961.25,52219.22 17942.89,52233.35 17924.71,52262.54 17924.39,52289.69 17937.51,52305.45 17946.53,52308.69 17954.96,52306.75",0,0,0,0,1,2037.30889773369
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38565,42415,"polyline",NA,NA,NA,NA,237.62,NA,NA,NA,NA,NA,NA,"control_region1a","17883.20,52443.75 17882.03,52419.02 17898.01,52396.95 17915.24,52384.79 17962.10,52367.33 18050.09,52359.93 18075.35,52367.03 18081.36,52373.78 18079.56,52382.17 18022.05,52427.37 17991.39,52445.85 17906.97,52457.15 17890.86,52451.28 17885.37,52442.57",0,0,0,0,2,3084.03232741356
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38566,42416,"polyline",NA,NA,NA,NA,507.541,NA,NA,NA,NA,NA,NA,"control_region1b","18698.73,52770.21 18689.00,52803.07 18688.47,52814.37 18697.30,52828.85 18717.28,52837.87 18733.97,52835.74 18757.67,52823.38 18801.52,52780.97 18824.54,52729.85 18848.28,52633.70 18873.71,52573.34 18905.32,52505.90 18940.90,52462.83 18940.28,52451.34 18929.14,52439.71 18920.83,52435.39 18899.28,52433.93 18867.81,52442.66 18833.22,52459.72 18797.72,52494.49 18772.37,52527.49 18751.51,52566.82 18722.40,52652.73 18698.74,52772.57",0,0,0,0,1,10993.0752363205
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38567,42417,"polyline",NA,NA,NA,NA,246.846,NA,NA,NA,NA,NA,NA,"control_region1c","18865.29,52750.98 18881.30,52750.61 18934.99,52727.84 18967.40,52694.06 18985.04,52670.56 18992.76,52654.86 18995.74,52618.10 18986.11,52598.55 18974.95,52588.61 18953.20,52582.39 18932.41,52585.10 18891.13,52610.15 18869.06,52632.87 18853.93,52669.49 18851.00,52722.65 18857.39,52743.46 18870.38,52751.93",0,0,0,0,0,4157.32756280899
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38568,42418,"polyline",NA,NA,NA,NA,259.14,NA,NA,NA,NA,NA,NA,"MUC6_region1h","18763.52,52383.06 18769.25,52346.69 18785.19,52314.24 18808.81,52279.04 18831.86,52255.39 18847.15,52247.25 18875.86,52239.42 18909.85,52240.07 18920.80,52245.83 18925.78,52256.07 18929.25,52278.87 18924.03,52304.83 18906.85,52336.14 18890.53,52356.96 18867.37,52378.99 18832.72,52401.40 18800.78,52407.81 18788.87,52407.30 18778.56,52401.09 18765.59,52379.36",0,1,0,0,1,4515.45391082764
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38569,42419,"polyline",NA,NA,NA,NA,189.075,NA,NA,NA,NA,NA,NA,"MUC6_region1a","18608.86,52020.98 18619.92,51985.37 18633.89,51958.86 18655.27,51949.91 18692.06,51943.42 18708.96,51946.62 18721.38,51956.29 18727.11,51989.17 18718.47,52020.84 18706.66,52037.54 18676.45,52058.79 18644.55,52063.96 18624.70,52056.76 18611.22,52040.31 18608.41,52020.12",0,0,0,0,2,2659.58901643753
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38570,42420,"polyline",NA,NA,NA,NA,236.609,NA,NA,NA,NA,NA,NA,"MUC6_region1b","18783.20,52251.26 18793.06,52181.24 18812.67,52140.44 18822.89,52128.12 18848.92,52111.26 18871.23,52102.71 18901.14,52105.89 18918.22,52117.69 18922.62,52124.97 18924.54,52141.11 18913.84,52161.50 18867.80,52193.14 18834.93,52226.05 18805.23,52262.12 18794.12,52264.42 18787.42,52261.93 18782.44,52252.54 18785.12,52241.82",0,0,0,0,0,2911.20553684235
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38571,42421,"polyline",NA,NA,NA,NA,319.182,NA,NA,NA,NA,NA,NA,"MUC6_region1c","18549.14,52288.98 18550.92,52276.29 18569.34,52243.68 18640.82,52151.09 18650.48,52106.03 18661.11,52085.48 18678.73,52069.01 18694.75,52066.85 18702.22,52069.53 18709.70,52077.77 18712.81,52092.10 18711.31,52156.06 18703.74,52190.97 18685.81,52226.90 18648.06,52267.78 18621.22,52286.52 18572.13,52309.97 18561.67,52311.93 18552.98,52307.46 18547.51,52295.84 18548.08,52281.73",0,0,0,0,0,4558.30399560928
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38572,42422,"polyline",NA,NA,NA,NA,448,NA,NA,NA,NA,NA,NA,"MUC6_region1d","18520.92,52171.52 18504.17,52133.70 18503.70,52118.04 18511.64,52098.01 18534.19,52073.44 18559.48,52063.32 18584.91,52063.73 18606.46,52073.34 18628.32,52093.54 18630.40,52109.46 18627.28,52120.56 18597.41,52164.29 18593.13,52179.91 18550.33,52272.43 18539.45,52312.87 18521.35,52342.82 18493.30,52372.44 18453.71,52404.63 18439.05,52405.95 18427.66,52403.37 18401.30,52391.13 18399.08,52371.16 18401.62,52362.46 18451.36,52301.65 18469.90,52270.02 18490.91,52221.53 18519.00,52176.65 18520.66,52168.81",1,0,0,0,4,7590.15357637405
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38573,42423,"polyline",NA,NA,NA,NA,130.505,NA,NA,NA,NA,NA,NA,"MUC6_region2a","16731.79,51943.09 16715.86,51938.09 16703.32,51945.41 16698.30,51969.59 16701.85,51989.21 16714.08,52009.40 16726.01,52019.80 16746.35,52023.31 16763.82,52021.56 16774.32,52013.36 16778.22,52002.41 16776.48,51985.70 16753.68,51955.22 16728.00,51942.66",0,0,0,0,1,1193.49785637856
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38574,42424,"polyline",NA,NA,NA,NA,156.854,NA,NA,NA,NA,NA,NA,"MUC6_region2b","16886.15,51903.83 16861.42,51896.79 16806.54,51900.17 16779.56,51911.37 16772.86,51921.76 16771.90,51930.82 16781.86,51943.71 16798.89,51951.83 16817.17,51956.05 16879.49,51960.38 16889.92,51953.37 16894.73,51940.20 16893.49,51917.54 16882.74,51903.48",0,0,0,0,0,1555.75195860863
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38575,42425,"polyline",NA,NA,NA,NA,427.012,NA,NA,NA,NA,NA,NA,"MUC6_region2c","17000.20,52238.58 17085.91,52195.73 17238.71,52140.21 17272.42,52134.07 17308.69,52120.08 17348.05,52114.51 17361.79,52116.52 17381.66,52137.93 17389.60,52155.54 17389.27,52164.96 17377.57,52172.90 17269.70,52206.90 17242.09,52212.13 17216.60,52212.33 17118.43,52238.55 17016.32,52244.61 16998.21,52241.87 16999.42,52238.42 17006.44,52238.11",1,1,0,1,2,5222.61341309547
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38576,42426,"polyline",NA,NA,NA,NA,246.811,NA,NA,NA,NA,NA,NA,"MUC6_region2d","16785.00,52264.91 16811.88,52277.89 16830.75,52281.42 16858.17,52281.34 16905.18,52272.19 16932.20,52264.90 16980.16,52239.85 16995.31,52228.42 16995.92,52217.78 16979.51,52207.69 16924.17,52203.19 16892.60,52204.23 16849.08,52213.39 16800.10,52227.78 16783.64,52238.20 16776.92,52247.55 16776.67,52253.96 16792.23,52266.31",0,0,0,0,0,2919.66221833229
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38577,42427,"polyline",NA,NA,NA,NA,710.764,NA,NA,NA,NA,NA,NA,"MUC6_region2e","17212.00,52447.79 17195.09,52463.18 17149.68,52487.83 17120.47,52494.61 17084.81,52495.60 17039.70,52505.87 16994.04,52528.11 16980.69,52541.83 16970.68,52565.93 16970.20,52580.27 16975.11,52591.56 16993.86,52601.90 17017.01,52604.96 17060.05,52604.77 17116.64,52592.33 17161.15,52569.29 17169.26,52561.32 17185.02,52530.81 17192.84,52522.20 17232.21,52507.72 17266.79,52485.91 17334.86,52466.09 17410.86,52416.86 17452.79,52402.70 17481.72,52387.42 17502.30,52371.63 17574.25,52344.28 17580.15,52340.13 17579.99,52325.02 17574.60,52316.20 17558.42,52309.40 17520.06,52310.96 17438.90,52321.56 17410.49,52335.86 17394.05,52351.76 17373.43,52365.72 17317.01,52392.55 17282.07,52402.85 17242.44,52420.54 17214.86,52437.15 17205.48,52449.12",0,1,0,0,5,11620.1302137375
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38578,42428,"polyline",NA,NA,NA,NA,418.102,NA,NA,NA,NA,NA,NA,"control_region2a","17272.52,52743.99 17233.91,52732.35 17166.88,52731.89 17116.29,52747.28 17085.47,52762.27 17062.50,52783.07 17045.74,52808.83 17041.62,52835.40 17053.49,52851.45 17069.94,52860.19 17093.61,52865.11 17127.70,52864.93 17189.80,52848.66 17259.35,52815.53 17291.19,52823.14 17326.85,52819.29 17380.30,52799.69 17392.45,52791.70 17396.93,52784.22 17398.82,52758.66 17394.37,52747.39 17385.59,52739.25 17361.67,52729.93 17327.39,52727.18 17286.03,52746.09 17272.31,52745.81",0,0,0,0,1,8114.65055131912
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38579,42429,"polyline",NA,NA,NA,NA,438.291,NA,NA,NA,NA,NA,NA,"control_region3a","20345.31,54330.01 20327.67,54281.93 20323.86,54241.87 20333.03,54208.31 20353.50,54162.80 20378.50,54127.73 20425.88,54082.80 20457.65,54064.44 20476.87,54058.14 20513.71,54058.84 20553.45,54071.17 20568.78,54081.04 20575.83,54090.33 20581.62,54106.35 20583.22,54130.82 20576.28,54164.77 20559.47,54218.90 20542.74,54247.48 20481.33,54319.55 20447.08,54347.15 20427.34,54355.53 20406.94,54358.69 20377.21,54359.15 20362.77,54355.11 20343.76,54342.70 20341.29,54327.38",0,1,0,0,1,13484.0825715065
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38580,42430,"polyline",NA,NA,NA,NA,296.379,NA,NA,NA,NA,NA,NA,"control_region3b","20572.77,54250.37 20570.53,54205.79 20581.63,54166.99 20605.94,54117.64 20633.46,54087.45 20646.68,54082.45 20694.64,54082.76 20723.17,54092.30 20742.97,54105.67 20751.26,54131.17 20751.04,54149.62 20746.29,54162.82 20736.52,54180.75 20713.93,54209.82 20692.41,54234.59 20677.36,54247.01 20643.90,54269.45 20599.00,54274.27 20580.15,54262.23 20573.11,54242.30",0,0,0,0,1,6126.30915737152
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38581,42431,"polyline",NA,NA,NA,NA,306.456,NA,NA,NA,NA,NA,NA,"control_region3c","20564.28,53907.30 20568.86,53875.95 20576.29,53859.15 20594.40,53832.36 20625.28,53807.98 20654.70,53799.85 20688.20,53784.97 20752.55,53781.80 20762.70,53783.94 20769.56,53790.89 20773.83,53803.67 20775.08,53831.99 20766.31,53861.58 20727.63,53916.78 20715.25,53929.80 20691.22,53944.44 20660.51,53953.45 20610.35,53953.66 20589.29,53940.43 20576.79,53926.52 20566.58,53898.80",0,0,0,0,1,6505.38308286667
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38582,42432,"polyline",NA,NA,NA,NA,403.756,NA,NA,NA,NA,NA,NA,"MUC6_region3a","20697.66,54020.46 20704.53,53983.08 20718.02,53959.26 20776.28,53879.28 20816.43,53841.97 20868.08,53811.54 20888.29,53809.65 20925.20,53819.01 20953.02,53843.21 20962.25,53865.01 20963.35,53887.99 20960.04,53910.26 20947.63,53947.84 20908.59,53990.96 20870.15,54026.63 20813.57,54057.48 20779.76,54065.74 20758.20,54066.05 20720.60,54057.23 20709.25,54051.16 20698.38,54031.98 20697.62,54009.86",0,1,0,0,6,10852.2922797203
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38583,42433,"polyline",NA,NA,NA,NA,214.88,NA,NA,NA,NA,NA,NA,"MUC6_region3b","20570.39,54428.20 20557.18,54410.08 20543.58,54404.53 20517.81,54404.59 20497.49,54411.30 20469.00,54426.84 20437.56,54449.40 20422.23,54469.42 20416.72,54497.85 20435.75,54509.56 20450.67,54512.17 20493.59,54510.86 20524.55,54504.98 20557.94,54480.03 20577.11,54458.95 20578.12,54439.27 20566.94,54422.98",1,0,0,0,0,3035.11446809769
42574,"RE_IBD_20221220_BU18-22387-10_BU18-22387-10_Scan2.ome.tiff [resolution #1]",38584,42434,"polyline",NA,NA,NA,NA,162.725,NA,NA,NA,NA,NA,NA,"MUC6_region3c","20550.62,54371.87 20564.27,54382.84 20582.01,54387.93 20613.93,54385.64 20635.53,54377.41 20645.13,54368.48 20649.30,54357.83 20652.04,54332.24 20649.68,54312.47 20633.68,54299.07 20595.83,54298.17 20562.71,54314.25 20552.69,54325.66 20544.28,54348.43 20544.59,54365.98 20552.62,54375.81",0,0,1,0,1,1941.59502649307
