,source,target,weight,PMID
13554,MEF2C,PPARA,1,17951219
13555,KLF10,MYCN,-1,17951258
13556,ESR1,INHBA,1,17951260;19763504
13557,ESR2,INHBA,1,17951260
13558,SMAD1,ACVR1,1,17951357
13559,OLIG2,RHOA,1,17951409
13560,ATF3,FN1,1,17952119
13561,ATF3,SERPINE1,1,17952119
13562,ATF3,SNAI2,1,17952119;21304988
13563,SNAI1,PEBP1,-1,17952120;18477483;19538137;22248055
13564,PAX7,PAX3,1,17954266;18513381
13565,PPARG,FGF21,1,17954559;18467542;19906798
13566,CREB1,USF2,1,17955499
13567,POU2F3,NPPA,1,17957475
13568,SP1,HBG1,1,17958743;1912570;7684493;8192145
13569,HNF4A,PROZ,1,17958743
13570,SP1,PROZ,1,17958743
13571,VDR,IL2RA,1,17959935
13572,DNMT1,FAS,1,17960246
13573,ATOH1,CHRNA1,1,17961150
13574,HNF1A,SLC5A2,1,11269503;17962340
13575,CREB1,FAM3B,1,17962352
13576,PPARA,AHR,1,17963696
13577,AHR,PDLIM7,1,17963943;19279104
13578,BCL3,PDLIM7,1,17963943
13579,BCL3,BCL3,-1,16732314;17963943;19208752
13580,LMO2,LDB1,1,17964543;24874989
13581,DNMT3L,DNMT3A,1,18544626
13582,DNMT3A,DNMT3L,1,17965599;18544626
13583,CREB1,SOD2,1,17965603
13584,JUN,CEBPD,1,17965828;20506344
13585,REL,CEBPD,1,17965828
13586,ATF6,SYVN1,1,17967421;18664523;20160352
13587,XBP1,SYVN1,1,17967421
13588,SPI1,TERT,1,17967894;7988559
13589,ZNF143,TERT,1,17967894
13590,TBP,TERT,1,17967894;7666533
13591,OTX2,ME3,1,17968314
13592,LEF1,MMP13,1,17971297;19783677
13593,STAT3,MASP2,1,17971300
13594,ATOH7,ATOH7,1,17971452
13595,YY1,PPARD,-1,17973082
13596,YY1,TNFRSF8,1,17973241
13597,EGR2,HCFC1,1,17973254
13598,NR2C1,GATA1,-1,17974920
13599,NR2C2,GATA1,-1,17974920
13600,KLF4,MYC,1,17974960
13601,MYC,KLF4,1,19736564
13602,AR,HSPB1,1,17974989
13603,AR,FHL2,1,17975004
13604,FOXO3,GALT,1,17975019
13605,PITX2,GALT,1,17975019
13606,PITX2,RELN,1,17975019
13607,MYBL2,AR,1,17975021;18945670
13608,GATA4,VEGFA,1,17975667;19501129
13609,NR1H4,ALAS1,1,17975826
13610,NR5A2,APOM,1,17977826
13611,NR0B2,APOM,1,17977826
13612,TBPL1,H1-2,1,17978101
13613,NR3C1,CYP2A6,1,17978169;19702528
13614,AR,GAL,1,17979185
13615,YY1,TP73,1,17980704;18029729
13616,ASCL1,HOXA9,1,17981149
13617,SMAD2,HES1,1,17981798
13618,SMAD3,HES1,1,17981798
13619,SMAD3,NOTCH3,1,17981798
13620,HES1,TAGLN,1,17981798
13621,CEBPB,CIITA,1,17982082
13622,CEBPD,CIITA,1,17982082
13623,CEBPG,CIITA,1,17982082
13624,CEBPG,SAMHD1,1,17982082
13625,PITX2,PLOD2,1,17982271
13626,PITX1,DUX4,1,23206257
13627,DUX4,PITX1,1,17984056
13628,GTF3A,PDGFA,1,17984069
13629,AR,DCAF6,1,17984071
13630,SP1,DCAF6,1,17984071
13631,REST,GLUL,-1,17984088
13632,FOXM1,CDKN1B,-1,16556734;16955137;17984092;19235838
13633,TP73,ALB,1,17984115
13634,FOXO1,SELENOP,1,17986386;18972406;21185807;24257750
13635,GATA3,ICOS,1,17986443
13636,TBX21,ICOS,1,17986443
13637,ETS2,TERT,1,14611815;17986575;18586674;21763315
13638,EGR1,CDKN1C,1,17986608;18513743
13639,FOXO1,CDKN1C,1,17609436;17986608
13640,PAX3,CDKN1C,1,17986608
13641,PAX3,CDKN2A,-1,17986608;19047133
13642,SP1,CLDN3,1,17986852
13643,ID2,BCL2L1,1,17989064
13644,PAX4,BCL2L1,1,17989064
13645,NFYA,TSC2,1,17989114
13646,YY1,OPRM1,1,17990281;19164126;19765550
13647,PPARA,PDX1,1,17991720;18718916;19039651;20644547
13648,HNF4A,SHBG,1,17992261;19786070;22210320;9852068
13649,FOXC1,FOXO1,1,17993506;21837767
13650,PPARG,GCK,1,17994217;19366697
13651,EZH2,ADRB2,-1,17996646
13652,KAT5,APOC3,1,17996965
13653,TFCP2,PTPN6,1,17997046
13654,TRPS1,BCL2,1,17997399
13655,TRPS1,STAT3,-1,17997399
13656,TRPS1,TRPS1,1,17997399
13657,STAT2,NOS2,1,12586443;17997753
13658,HR,CDH1,1,17997862
13659,STAT1,SCARB1,-1,17998316
13660,STAT2,SCARB1,-1,17998316
13661,MXD1,PTEN,-1,17998413
13662,MXD1,AKT1,1,17998413;19526459
13663,NCOA3,ATAD2,1,17998543
13664,DNMT3A,JUP,1,17998942
13665,DNMT1,GH1,1,17998942
13666,DNMT3A,GH1,1,17998942
13667,DNMT3B,GH1,1,17998942
13668,HIF1A,PEPD,1,17999410
13669,ZBTB16,CRABP1,1,18000064
13670,RARA,ZBTB16,1,11106752;21949697;24821728
13671,ZBTB16,RARA,1,18000064;21949697;24821728
13672,ZBTB16,ZBTB16,1,18000064;19648967;21949697;22558183;23355739;24821728
13673,TP53,TNFRSF11B,1,18000166
13674,POU2F1,ESR1,1,18000219;20215511
13675,MYCN,TGM2,-1,18003922
13676,DBP,CYP3A4,1,18004209
13677,NFIL3,CYP3A4,-1,18004209
13678,TFCP2L1,GRHL1,1,18004979
13679,SP1,GCH1,1,18004997
13680,SP3,GCH1,1,18004997
13681,CDX1,NOX1,1,18005670
13682,FOXO3,CDKN1A,1,16908841;18005957;18312651;20671123;21249150
13683,NR1H4,AGTR2,1,18006431
13684,NR1H4,NOS3,1,18006476
13685,NCOA1,CRH,1,18006628;19416907
13686,NCOR1,CRH,1,18006628
13687,NCOR2,CRH,1,18006628
13688,NCOR1,KDR,1,18006642
13689,NCOR2,KDR,1,18006642
13690,THRA,KDR,1,18006642
13691,DNMT3B,RASSF1,1,12879017;18006804;19854132
13692,ETS1,ARHGDIB,1,18006811
13693,NFATC2,PTGS2,1,18006811;21871017;23105117
13694,SP1,ZBTB10,1,18006846
13695,SP3,ZBTB10,1,18006846
13696,ZBTB10,SP3,1,18006846
13697,SP4,ESR1,1,18006846
13698,SP4,ZBTB10,1,18006846
13699,ZBTB10,ESR1,1,18006846
13700,PPARD,TGFB1,1,18007025
13701,SP1,RIPK1,1,18007664
13702,FOXP3,SKP2,-1,18008005;24155921
13703,RELA,KRT35,1,18021261
13704,MEF2C,TNNI3K,1,18021318
13705,TP53,HIPK4,1,18022393
13706,HESX1,SFTPC,1,18022932
13707,TP63,SENP2,1,18023281
13708,CEBPA,PGK1,-1,18024476
13709,CEBPA,VEGFA,-1,18024476
13710,HIF1A,EBP,1,18024476
13711,NR0B1,AKR1C4,1,18024509
13712,NR1H3,AKR1C4,1,18024509
13713,STAT1,MYD88,1,18024894;7567467
13714,SMAD2,CCND1,-1,18024957
13715,SMAD2,CSN2,-1,18024957
13716,JUN,PLA2G4A,1,18025046
13717,SP1,PLA2G4A,1,18025046
13718,TBX2,MAPK14,1,18025091
13719,CEBPB,CELF1,1,18025168
13720,PRDM2,IL2,1,18025173
13721,PRDM1,IFNG,-1,18025207;18684923;19828629;20944005;22585398;24584090
13722,PRDM1,PSMB8,1,18025207
13723,SMAD1,HAMP,1,18026094
13724,EGR1,BIRC5,-1,18027854;19767411;19837979
13725,CREB1,MMP9,1,18028425
13726,NFAT5,LMNA,1,18028879
13727,KAT7,NOC3L,1,18029353
13728,HNF1B,KCNK3,1,18029548
13729,IKZF1,PTCRA,-1,18032925
13730,NKX2-1,GLB1,1,18033672
13731,SP1,CIDEA,1,18033804
13732,SP3,CIDEA,1,18033804
13733,RELA,BAX,-1,18034190;18158998;20056115
13734,CREB1,MIF,1,18034423;9605932
13735,PAX3,MIF,1,18034423
13736,SP1,MIF,1,18034423;21087445
13737,ZNF236,INS,1,18035054;9871795
13738,ZNF236,NEUROD1,1,18035054
13739,STAT1,XAF1,1,18035482
13740,PPARG,SOCS3,1,18035585
13741,EHF,CASP3,1,18037958
13742,PPARA,SLC2A4,1,15665064;18037994;22100307
13743,PPARD,SLC2A4,1,18037994
13744,DNMT1,CDKN2A,1,17490527;17575144;17934516;18038118;20620135;21572997;21868513;22355787;22461910;23249948;23554223;24025864
13745,NFE2L2,ABCC1,1,14550278;17003472;18038766;19638449;23667609
13746,NFE2L2,ABCG2,1,18038766;18771089;20682644;23650051
13747,E2F1,RHOBTB2,1,18039672
13748,KLF5,ANP32B,1,18039846
13749,NCOR1,NOS2,1,18041089
13750,PITX3,IL1B,1,18042638
13751,PITX3,PTX3,1,18042638
13752,PITX3,TNFAIP3,1,18042638
13753,SPI1,PTX3,1,18042638
13754,SPI1,TNFAIP3,1,18042638
13755,E2F1,PMAIP1,1,18042711
13756,HIF1A,PMAIP1,1,18042711
13757,MYC,PMAIP1,1,18042711;22216287
13758,PGR,ABCG2,-1,18042733;18991020;22348324;23988382
13759,STAT5A,AKT1,1,18042802;20385773;24218138;24469394
13760,ELF3,COL2A1,1,18044710
13761,ELF3,IL1B,1,18044710
13762,EHF,COL2A1,1,18044710
13763,EHF,IL1B,1,18044710
13764,ETS1,COL2A1,1,18044710
13765,PITX2,HMGN2,1,18045789;23975681
13766,SMAD4,SCNN1A,1,18045816
13767,IRF8,SLC11A1,1,18045875
13768,CDX4,CDX4,1,18046332;20933081;21471217
13769,TBPL2,CDX4,1,18046332
13770,MYOG,UCP2,1,18047787
13771,MYOG,UCP3,1,18047787
13772,MYOD1,UCP2,1,18047787
13773,NRF1,AVPR2,1,18048642
13774,TFAM,AVPR2,1,18048642
13775,ESR1,NRF1,1,18048642;21486948;23892277
13776,NRF1,ESR1,1,21233487
13777,ESR2,NRF1,1,18048642;21233487
13778,BCL3,ADRB2,1,18052923
13779,KLF6,TFPI2,1,18053161
13780,SP1,LHX4,1,18053794
13781,LHX4,LHX4,1,18053794
13782,PAX3,TP53,1,18053811
13783,EPAS1,SPHK1,1,18055454
13784,HIF1A,SPHK1,1,18055454;19828020
13785,ZNF699,PTEN,1,18055759;20956939;21637289;22700976;22810004;23125220;23287862;24141770
13786,RORA,CYP7B1,1,18055760;18535165
13787,NR1H3,CYP7B1,-1,18055760
13788,AHR,IGFBP1,1,18055878;18827440
13789,RELA,NLRP2,1,18056399
13790,DNMT3B,IGF2-AS,1,18056424
13791,DNMT3B,SFRP4,1,18056424
13792,DNMT3B,SFRP5,1,18056424
13793,IRF3,TP53,1,18056437
13794,IRF3,PML,1,18056437
13795,ESR1,TSC2,1,18056446
13796,MYC,TSC2,1,12695333;18056446
13797,CEBPB,PI3,1,18056453
13798,KLF13,LHB,1,18056793
13799,KLF13,CYP11A1,-1,18056793
13800,KLF13,STAR,1,18056793
13801,KLF9,LDLR,-1,18056793
13802,KLF9,STAR,-1,18056793
13803,DMBX1,XRN1,1,18057023
13804,FOXD4,PC,1,18057023
13805,ATF3,IRS2,-1,18057093
13806,AHR,PPIG,1,18059014;18065768;19275551;21498875;22486318;22951721
13807,TP53,CD2,1,18059034
13808,TADA2A,TADA3,1,18059173
13809,IRF1,IL12RB1,1,18059273
13810,PPARG,FOS,-1,10678274;18059282;23657115
13811,ETS2,EGF,1,18059336;9639404
13812,NKX3-1,ABCB1,1,18059532
13813,MYC,CCNY,1,18060517
13814,ZNF256,TRIM28,1,18060868
13815,ZNF256,GDNF,1,18060868
13816,SNAI1,ACAN,1,12917416;18061568
13817,TWIST1,CDH1,-1,15311212;17487558;18062917;19272800;19581928;20053763;20182623;20714342;20818389;21796367;21876555;22899291;23232513;23331011;23424071;24157255
13818,TP53,CASP7,1,16918502;18064040;21484410
13819,CUX1,CCNA2,1,18064384
13820,CUX1,DHFR,1,18064384
13821,SOX18,CLDN5,1,18065521
13822,YY1,PEG3,1,18068135;18458536;19068137
13823,IRF3,CHUK,1,18068231
13824,EGR1,SREBF1,-1,18068676;22292946
13825,HNF4A,DSPP,1,18068697
13826,MXD1,DSPP,1,18068697
13827,HNF4A,MX1,1,18068697
13828,MXD1,MX1,1,18068697
13829,HOXA9,HOXA9,1,18068911;23921720;23982216;23994619
13830,ARID5B,LEP,-1,18070594
13831,HIF3A,EDN1,-1,18070924
13832,ESRRB,CDKN1A,1,18071305
13833,JUNB,CCR4,1,18071306
13834,JUND,CCR4,1,18071306;22493372
13835,AHR,EGLN1,1,18072750
13836,TLX1,FHL1,1,18073142
13837,CREM,GJD2,1,18073214
13838,ELK1,LRP5,1,18073493
13839,RARB,FGFR1,1,18075297
13840,RARB,HPS5,1,18075297
13841,TFCP2,BDNF,1,18075316;19217433;20410295;21765426;22677942;22848609;24105466
13842,HOXC13,HBB,-1,18076876
13843,SPI1,HBB,-1,18076876;9028962
13844,HNF1B,SOCS3,1,18077349
13845,FEZF1,VGLL2,1,18077674
13846,NR0B1,VGLL2,1,18077674
13847,SATB2,VGLL2,1,18077674
13848,JUND,TERT,1,16135795;18078517;24872589
13849,HNF4A,NPC1L1,1,18080173;20460578;20953676;21123766
13850,SREBF2,NPC1L1,1,18080173;20460578;20953676;21123766;21527728
13851,NFATC2,APP,1,18081741
13852,NFATC2,BACE1,1,18081741
13853,CEBPB,SMARCA2,1,18082132
13854,GATA2,SMARCA2,-1,18082132
13855,CXXC1,HOXA7,1,18082152
13856,KMT2A,HOXA7,1,18082152
13857,AIRE,CSTB,1,18083234
13858,AIRE,PIAS1,1,18083234
13859,SIM2,CSTB,1,18083234
13860,SIM2,PIAS1,1,18083234
13861,HIVEP3,WWP1,1,18083927
13862,CUX1,SON,1,18085478
13863,SOX5,SPARC,-1,18085523
13864,TCF3,DSCR4,1,18086574
13865,PAX3,WNT1,1,18086577
13866,DLX2,NTRK2,1,18086710
13867,DLX1,NTRK2,1,18086710
13868,NR3C1,AHR,1,18086832
13869,TP63,TRAF4,1,18087216
13870,CREB1,IBSP,1,18088579;22492284
13871,JUND,IBSP,1,18088579;22492284
13872,STAT5A,CCL2,1,18089573
13873,HOXD1,GPRASP3,1,18089774
13874,HOXD1,KRAS,1,18089774
13875,HOXD1,SOS1,1,18089774
13876,SNAI1,RIN1,1,18089779;18160707;19837165
13877,ESR1,KAT2A,1,18089809
13878,ESR1,KAT2B,1,18089809
13879,ESR1,KLK3,1,18092350
13880,YY1,REST,1,18092359
13881,PBX1,IL10,1,18093541
13882,PKNOX1,IL10,1,18093541
13883,MYOD1,VEGFA,1,18094043
13884,CTCFL,CTCFL,1,18095639
13885,EGR2,NAB2,1,18096076;18203138;19706684;20506119;9774344
13886,NAB2,EGR2,-1,20506119
13887,ETS2,NAB2,1,18096076
13888,ETV1,NAB2,1,18096076
13889,E2F1,BNIP3,1,18096822;19088195
13890,FOS,HCST,1,18097042
13891,JUN,HCST,1,18097042
13892,LHX2,ADM,1,18097042
13893,PROX1,CALCRL,1,18097475
13894,SP1,ADO,1,18097593
13895,DNMT1,MUC1,1,18154934
13896,NR2C1,GHRHR,1,18155158
13897,IRF2,TNFSF14,1,18155158
13898,NFATC1,SP1,-1,21603612
13899,SP1,NFATC1,1,18156209
13900,NSD2,FGFR1,1,18156491
13901,SMAD3,FOXP3,1,18157133;19701891;20937549;22908322;23243069;25065622;26365427
13902,RELA,DYNC1H1,1,18158642
13903,MYC,LAMTOR5,1,18158869
13904,FOXO3,CITED2,1,17353275;18158893
13905,LYL1,ID1,1,18160048
13906,CREB1,CCND3,1,18160048
13907,EGR1,CCND3,1,18160048
13908,ID1,BRCA1,1,18160048
13909,ID1,CCND3,1,18160048
13910,LYL1,BRCA1,1,18160048
13911,LYL1,CCND3,1,18160048
13912,GCM1,PGF,1,18160678
13913,SIM2,SNAI2,-1,18160708
13914,GATA3,FOXP3,1,18162042;21131965;21965331
13915,FOXP3,GATA3,1,20944002
13916,FOXO1,ADRB3,-1,18162510
13917,FOXO1,UCP1,-1,18162510
13918,EOMES,ALKBH1,1,18163532
13919,EOMES,CYFIP1,1,18163532
13920,ZNF384,KDR,1,18164591
13921,TP53,SHISA5,1,15116103;18164684
13922,SP1,MST1R,1,18165235
13923,USF1,CALCA,1,18167349
13924,USF2,CALCA,1,18167349
13925,USF2,HP,1,18167349
13926,SNAI1,PTEN,1,18172008
13927,ETS1,MDM4,1,18172009
13928,FOXA1,BPIFA4P,1,18172302
13929,ATF4,NRP1,1,18172307
13930,HIF1A,MATK,1,18172309
13931,HIF1A,CHKA,1,18172309
13932,PAX5,PRDX6,1,18172866
13933,HBP1,IL1B,1,18173740;19158276
13934,SP1,MDC1,1,18173747
13935,STAT1,MDC1,1,18173747
13936,TP53,BIRC3,1,18174154
13937,ESR1,ESRRA,1,12960079;18174157;20211987
13938,ESRRA,ESR1,1,12438245
13939,JUND,CCND1,1,18174238;20220142
13940,AR,HMMR,1,18174258
13941,NR2C2,LHCGR,1,10644740;11682620;18174360
13942,EGR1,DLD,1,18174897
13943,TEAD1,IFITM3,1,18177740
13944,GATA6,TNC,-1,18177748
13945,HIF1A,TUBB3,1,18178340;21176881
13946,JUN,DHX9,1,18180292;22550165
13947,CREB1,GABRA1,1,18180303
13948,CREM,ADRA1D,1,18180303
13949,CEBPB,CISH,1,18182446;24341438
13950,SP1,CDH13,1,18182775;7933089
13951,SMAD2,FST,1,11181520;18184649
13952,SMAD3,FST,1,11181520;18184649;19106105;23567549;24330518
13953,TAL1,RUNX1,1,18184866
13954,HNF4A,TRPC1,1,18184923
13955,FOXC1,CXCR4,1,18187037
13956,FOXC2,CXCR4,1,18187037;20043076
13957,ATF4,PTH,1,18187540;19851510
13958,TP53,UBE2B,1,18190682
13959,EGR1,DBH,-1,18190898
13960,CEBPG,NR5A2,1,18191017
13961,CREB1,NR5A2,1,18191017
13962,ATF3,ECEL1,1,18192274
13963,JUN,ECEL1,1,18192274
13964,STAT3,ECEL1,1,18192274
13965,SP1,ECEL1,1,18192274
13966,ISL1,REG3A,1,18192873
13967,NEUROG3,REG3A,1,18192873
13968,NKX2-2,REG3A,1,18192873
13969,PAX4,REG3A,1,18192873
13970,PAX6,REG3A,1,18192873
13971,USF1,GNAS,1,18192900
13972,SP1,SNAP25,1,18194215
13973,HNF4A,SNAP25,1,18194215
13974,LEF1,SNAP25,1,18194215
13975,STAT6,CISH,1,18194215;18342537
13976,STAT6,SNAP25,1,18194215
13977,TP63,AQP3,1,18194839
13978,FOXO3,PRDX3,1,18195003
13979,FOXO3,SOD1,1,18195003
13980,IRF8,PTPN13,1,18195016;22262849
13981,CEBPG,SOCS3,1,18195020;22113278
13982,NR1H3,UCP1,1,18195045
13983,NR1H3,APRT,1,18195045
13984,ERG,CDH5,1,18195090;19359602;22235125
13985,JUN,CASP8,1,17922191;18196534
13986,JUN,FADD,1,18196534
13987,AR,BCL2L1,1,18196538;21310825
13988,KLF4,HMGB1,1,18197146
13989,MBD2,TERT,1,18197256;18952593;19762557
13990,CEBPG,PTK2B,1,18198130
13991,CEBPB,PTK2B,1,18198130
13992,STAT3,TP63,1,18198175
13993,DNMT1,ALOX15,1,18198215
13994,ATF3,CREBBP,1,18199529
13995,NCOA2,VEGFD,1,18199540
13996,TP63,CDH3,1,18199584
13997,VEZF1,GSK3B,1,18201727
13998,VEZF1,INS,1,18201727
13999,MYC,SFRP2,1,18201971
14000,MYC,WDR5,1,18201971
14001,NFAT5,SLC5A3,1,18202099
14002,CREM,SLC5A5,1,18202121;22510021
14003,CREM,BRAF,1,18202121
14004,CEBPB,MAD1L1,1,18203738;21345218
14005,MXD1,CSF3,1,18203738
14006,TBP,NFKBIA,1,18204072
14007,SP1,CDKN1C,1,18204075;18513743
14008,EGR1,GSN,1,18204200
14009,IRF2,BCL2L1,1,18207304
14010,EPAS1,CTCF,1,18207574
14011,TP53,APEX1,1,18208837
14012,SP1,APEX1,-1,18208837;7534297
14013,SSRP1,IL21,1,18209077
14014,SSRP1,IL21R,1,18209077
14015,TGIF1,CDKN1A,-1,18210215
14016,TWIST2,CDKN1A,-1,18211587
14017,TWIST2,CKM,-1,18211587
14018,TP53,B4GALT5,1,18211920
14019,AR,PPA1,1,18212046
14020,GATA4,PPA1,1,18212046
14021,HMGA1,HMGCS2,1,18212049
14022,HMGA1,IGF1,1,18212049
14023,HMGA1,IGF2,1,18212049
14024,HMGA2,CDC73,1,18212049
14025,HMGA2,IGF1,1,18212049
14026,HMGA2,IGF2,1,18212049
14027,HMGA2,IGFBP4,1,18212049
14028,NCOA3,IGFBP3,-1,18212051;20534466
14029,VDR,IGFBP3,-1,14963110;18212051;20855290;23770368
14030,ATOH1,BARHL1,1,16384683;18212062
14031,ETS1,WT1,1,18064385
14032,WT1,ETS1,1,18212735;20842112
14033,E2F1,DTL,1,18213392
14034,E2F4,DTL,1,18213392
14035,E2F5,DTL,1,18213392
14036,E2F6,DTL,1,18213392
14037,MYB,INTS7,-1,18213392
14038,MYBL2,INTS7,-1,18213392
14039,TP53,INTS7,-1,18213392
14040,TBP,GC,1,18216093
14041,MEIS1,CCND1,1,18216175
14042,MEIS1,MYC,1,18216175
14043,MYC,MEIS1,1,12747840
14044,NFATC2,IL5,1,12452838;17687519;18217957;21799768;9399698
14045,TFAP2A,TFAP2C,1,18218085
14046,TFAP2C,TFAP2A,1,18218085
14047,AR,WNT2,1,18218096
14048,RFX4,CX3CL1,1,18218630
14049,HBP1,TNF,1,18218727;19158276
14050,HMGB2,TNF,1,18218727
14051,NRF1,SLC2A4,1,12958173;18222924
14052,MEF2A,COX6A1,1,18222924
14053,MEF2A,COX7A1,1,18222924
14054,HNF4A,GSK3B,1,18223684;19233958;20940044
14055,RUNX2,BAX,1,18223689
14056,SREBF1,ELOVL6,1,18226595
14057,SPI1,CD14,1,12393465;18227805
14058,STAT3,PFN1,1,18230613
14059,WT1,IFITM2,1,18231640
14060,NHLH1,SHH,1,18231642
14061,GLI1,NHLH1,1,18231642
14062,BHLHE41,VEGFA,-1,18233956
14063,BHLHE40,VEGFA,-1,18233956
14064,GATA2,BMP4,1,18233958;22493062
14065,NRF1,CAPNS1,1,18234454
14066,BHLHE40,BDNF,1,18234890
14067,ESRRA,SPP1,1,10428965;18234909;19462000;23680656
14068,SP7,IL6,1,18234967
14069,SP7,IL1A,1,18234967
14070,ZFP42,SOCS3,1,18237746
14071,SMARCE1,SMARCA4,1,18238828;19785031
14072,FOXO3,PLAU,-1,18239069
14073,NR3C1,PLAU,-1,18239069
14074,RBPJ,SMN2,1,18239137
14075,ELK1,MMP9,1,18240315;19554388
14076,IRF8,FGFR1,1,18242011
14077,IRF8,KRT9,1,18242011
14078,IRF8,ME3,1,18242011
14079,GATA2,KIT,1,18243117;20833840;26660446
14080,ESR1,PLIN1,1,18243128
14081,CREB1,SMARCA1,1,18243132
14082,SP1,SMARCA1,1,18243132;23549828
14083,TP53,CTNNB1,-1,11564862;18245266;18372914;18758483;19411072;20064927;20697347;20729811;21691299;24473123
14084,REL,PHF11,1,18245482
14085,STAT3,EME1,1,18245483;20516069
14086,CEBPG,C3,1,18247123
14087,CEBPB,C3,1,10594926;18247123;21308746;22171262;25617152
14088,NR4A1,SERPINA3,1,18248459
14089,SP1,PRKCE,-1,18249093;24825907
14090,TBP,ADH1B,1,18250152
14091,ZNF148,CISH,1,18250154
14092,ZNF148,GATA1,1,18250154;19723625
14093,CEBPB,DAPK1,1,18250155;19521987;24217921
14094,POU2F2,IL5RA,1,18250192
14095,PRDM1,IL5,1,18250192
14096,HIF1A,SDHB,-1,17102089;18252725
14097,MAZ,CISH,1,18252774
14098,MYB,MAZ,1,18252774
14099,MAZ,MYB,-1,18252774
14100,MAZ,TG,1,18252774
14101,STAT5A,IGF2,1,18253483
14102,TFDP1,TCF3,1,1825349
14103,FOXM1,ERBB2,1,18254960
14104,SATB2,BCL11B,-1,18255030;18255031;31666685
14105,TP63,TPRG1,1,18256694
14106,NR5A1,DDX20,1,18258677
14107,SP1,PRKCZ,1,18258854
14108,GATA5,RHD,1,18259093
14109,HIF1A,DIO3,1,18259611
14110,MEF2A,FGF16,1,18260768
14111,ID1,POSTN,1,18261719
14112,CEBPA,CD36,1,18263877
14113,CEBPG,CD36,1,18263877
14114,VDR,HR,-1,18266815
14115,ATF3,IFNG,1,18268321;18802113;20002170;20304822;24951825
14116,OVOL1,CHUK,1,18268325
14117,FOXO3,SLC2A1,1,18268343
14118,FOXO3,HIF1A,-1,18268343
14119,RELA,CDKN1A,1,18269916;18954936;22305266;23037503
14120,TP53,PIK3CA,-1,18270270;23393606
14121,NR5A2,ABCB11,1,18270374
14122,RUNX1,AQP1,1,18271940
14123,ZFHX3,POU1F1,1,18272476;18594277
14124,CEBPE,LRG1,1,18272588
14125,SPI1,LRG1,1,18272588
14126,SREBF1,NPC1,1,18272928
14127,SREBF2,NPC1,1,18272928
14128,AR,KHDRBS1,1,18273831
14129,CDX1,INS,1,18274620
14130,CDX4,INS,1,18274620
14131,GSX1,INS,1,18274620
14132,GSX2,INS,1,18274620
14133,TP63,RUNX1,1,18275068
14134,DLX5,STAR,1,18276760
14135,RUNX1,CDKN2C,1,18276842
14136,NR1H3,ENG,1,18276933
14137,GLI1,FGF19,1,18279667
14138,GLI2,FGF19,1,15614767;18279667
14139,LEF1,COL11A1,1,18280717
14140,MYC,CSF1R,1,18281035
14141,EGR1,WNT4,-1,18281035;21436631
14142,MITF,RAB27A,1,18281284;19067971;1999537
14143,IRF2,IFNGR1,-1,18281489
14144,AR,UGT2B17,-1,18281521;26175416
14145,EGR1,CCL2,1,18281687;24337575
14146,EGR1,IL6,-1,15517885;18281687;23184950;23632636;24453276
14147,NRG1,PAK1,1,18283314
14148,MITF,CMA1,1,18284417;1999537;9376586
14149,TBX3,GJA1,-1,18285513
14150,FOS,VRK1,1,18286197
14151,JDP2,CASR,1,18287084
14152,VDR,CASR,1,18287084
14153,HES1,RBP4,1,18287091
14154,IKZF1,CD4,1,18287091
14155,CREB1,CCL22,1,18287226
14156,ID1,BGLAP,-1,18287524;8045940
14157,ID2,BGLAP,-1,18287524
14158,ID3,BGLAP,-1,18287524
14159,ESRRA,VEGFA,1,18288196;19429439
14160,PPARA,ETFDH,1,18288265
14161,PPARA,MGLL,1,18288265
14162,PPARA,PCTP,1,18288265
14163,JUN,TIMP3,1,18289921;23078099;9182717
14164,PPARG,CXCR1,1,18292390
14165,PPARG,CXCR2,1,18292390
14166,FOS,CRP,1,18292576;23955082
14167,SP1,MPL,1,18295514
14168,TP53,C2,1,18296503
14169,TP53,HNRNPC,1,18296503;21317560
14170,STAT5A,IL21,1,18296629
14171,RELA,MYOCD,-1,18296632
14172,TP53,FLOT2,1,18296650
14173,TP63,FLOT2,1,18296650
14174,MESP1,DKK1,1,18297060
14175,HIF1A,TWIST1,1,18297062;18635960;21931630;23623921
14176,NCOA2,CYP3A4,1,18299335
14177,MEF2D,PRKACA,1,18299387
14178,FOXO1,TXNIP,1,18301748;19690465;23803610;24112473
14179,AR,NDUFB6,1,18302198
14180,AR,UGT2B15,1,18302198
14181,ELF3,MMP9,-1,18302674
14182,E2F1,CTNND2,1,18302937;21106062
14183,EGR1,CYP2B6,1,18303024;19467232
14184,HIF1A,NKX2-5,1,18303027;21055290
14185,HIF1A,TNNI3,1,18303027
14186,TP53,SMARCA1,1,18303029
14187,SMARCA1,TP53,1,18303029
14188,MECOM,CALR,1,18303859;18765291
14189,GATA6,CALR,1,18303859;18765291
14190,HNF4A,CDH1,1,18305002;9153225;9472044
14191,HNF4A,FMO3,1,18305374
14192,RBAK,PMS2,1,18307725
14193,PAX3,CISH,1,18308300
14194,PAX3,HES1,1,18308300;20833714;21169561
14195,HES1,PAX3,1,21169561
14196,PAX3,NEUROG2,1,18308300;20833714;21169561
14197,NEUROG2,PAX3,1,21169561
14198,PPARD,FOXO1,1,18308721
14199,PPARD,PDK4,1,15955060;18308721;19928766;21750705
