,source,mor,target
17868,PRKCB,-1,STXBP1
17871,PRKCH,-1,NOS3
17875,RPS6KA1,1,CCT2
17877,MAML1,1,EP300
17878,CSNK2A2,-1,HSPH1
17880,PRKCB,1,GRIN2B
18019,MAPK1,1,STIM1
18022,PPP2CB,1,CHEK2
18298,EGFR,1,TRIP13
18301,PTP4A3,-1,KRT8
18302,PTPRJ,-1,KDR
18303,BRSK2,1,PRKAA1
18304,RAP1GDS1,1,RAC1
18305,PDPK1,1,MAP2K2
18309,SRC,-1,AP2B1
18311,RPS6KB2,-1,PDCD4
18316,PYY,1,NPY5R
18318,ERRFI1,-1,ERBB2
18321,DUSP9,-1,MAPK14
18322,PRKCD,1,RPS3
18325,CASP7,1,PSEN2
18327,AKT1,1,TTC3
18329,PPP2CB,-1,CHEK1
18330,GSK3B,1,ACLY
18334,EPB41,1,NUMA1
18341,SRC,1,MYLK
18347,RPS6KA3,1,PFKFB2
18348,AURKB,-1,NSUN2
18349,MAPK1,-1,MBP
18350,SIAH1,-1,NUMB
18352,CDK2,-1,FZR1
18353,RPS6KB1,-1,PDCD4
18355,GRK5,1,ADRB2
18358,BNIP2,1,CDC42
18359,PRKAA1,-1,LIPE
18360,FGD4,1,CDC42
18361,RPS6KB1,-1,HSPB1
18362,CDK2,1,ATRIP
18363,CDK5,1,AMPH
18364,SRC,-1,KCNJ1
18367,PAK1,1,VIM
18368,DUSP26,-1,TP53
18370,DUSP3,-1,ERBB2
18376,IGF1R,1,PIK3R3
18378,PRKD2,-1,SSH1
18379,AFDN,1,RIT1
18383,AURKA,1,MBD3
18384,MYLK,-1,CALD1
18393,PLK1,-1,ATXN10
18394,CTDSPL,1,SMAD3
18398,AKT1,1,MDM4
18402,FYN,-1,ARHGAP33
18404,KLHL20,-1,DAPK1
18420,PRKCZ,1,NCF1
18421,PRKDC,1,PNPT1
18429,RPS6KA3,-1,CIC
18432,VRK2,1,NFATC2
18434,MAPK3,1,PTPN7
18436,CREBBP,1,KLF1
18439,CHEK1,-1,SYK
18440,PRKACA,1,APOBEC3G
18441,COL4A2,1,ITGA2_ITGB1
18442,DYRK1B,1,HNF1A
18444,TNIK,1,TCF7L2
18584,PIM1,-1,FOXO3
18585,HIPK2,-1,ZBTB4
18590,TNKS,-1,AXIN2
18592,IRAK4,1,NCF1
18594,PRKACA,1,CD44
18597,CSNK2A2,1,HDAC2
18599,CDK5,-1,PPP1CA
18600,CSNK2A1,1,TFAP2A
18601,CSNK2A1,1,HDAC2
18602,PRKAA1,1,NOS3
18608,PELI2,1,IRAK1
18609,PRKCE,1,CHAT
18610,PRKACA,-1,FRAT1
18611,PTPRE,-1,MAPK1
18615,EGFR,1,SCAMP3
18620,CAMK4,1,CREBBP
18621,PRKCZ,1,CHAT
18625,JUN,1,SPI1
18764,MASP1,1,C2
18766,ABL1,1,DDX5
18768,ATM,1,METTL3
18770,SOX17,-1,CTNNB1
18771,GSK3B,-1,GLI2
18776,IL1RAPL1,1,NCS1
18779,AKT1,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
18781,PRKCA,-1,MYL9
18783,PRKCB,1,TFEB
18924,NTN3,1,NEO1
18925,NTN1,1,NEO1
18928,MAPK3,-1,ETV6
18931,NCL,-1,MYBL1
18935,IRS1,1,PIK3CB
18936,PRKCB,1,CHAT
18938,NPLOC4,1,UFD1
18939,PRKACA,1,ETV5
18944,CDK2,-1,ARID4A
18946,PRKCA,1,INSR
18947,PIM1,-1,CDKN1B
18948,LATS2,-1,YAP1
18949,MAPK3,1,ESR1
18950,PRKCQ,-1,NOS3
18955,PRKD1,-1,OSBP
18957,SYK,1,MAP4K1
18958,WNK3,-1,SLC12A6
18962,EREG,1,EGFR
18963,TSHR,1,GNAQ
18964,PRKAA1,-1,CTBP1
18965,JAK2,1,EGFR
18972,RPS6KA1,1,RPS6
18976,TRAF7,1,MAP3K3
18978,AKT2,-1,CDKN1B
18979,CSNK2A1,-1,AQP4
18980,CSNK2A2,1,WAS
18981,GRK2,-1,MC4R
18986,PRKCE,-1,BAD
18987,CDKN2A,-1,CDK4
18988,MAPK1,-1,NR3C1
18989,COL4A4,1,ITGA2_ITGB1
18990,SRC,1,STAP2
18992,GRK5,1,LRP6
19000,PIM3,-1,BAD
19003,CSNK1D,-1,YAP1
19005,CDK1,-1,CDKN1B
19009,ABL2,1,LGALS3
19010,PAK2,-1,CASP7
19015,CDK1,1,WAC
19019,CDK1,1,TP53
19020,STAG2,1,RAD21
19021,STK11,1,STRADA
19024,PLK1,-1,IKBKB
19027,MTOR,-1,TFEB
19028,CDK1,1,DUT
19029,CDK2,1,CDKN2D
19030,CDC42,1,WAS
19034,PRKACA,1,CUL5
19036,CDC7,1,MCM4
19037,MAPK10,-1,STMN2
19039,PRKACA,-1,STMN2
19040,MAPK3,-1,STMN2
19042,MAPK3,1,LCK
19043,PRKAA1,-1,RB1
19045,CDK1,-1,EGFR
19049,HCK,1,STAT3
19053,GAST,1,CCKBR
19054,MAPK8,-1,LAT
19055,ABL1,1,PPARG
19056,PRKCA,-1,KCNJ13
19058,PTPN2,-1,EGFR
19059,SRC,1,ANXA2
19060,PRKACA,1,RGS14
19065,FLT4,-1,RPS6KA3
19068,MAPK1,1,RPS6KB1
19071,PAFAH1B1,1,DYNC1H1
19075,F2,1,F2RL1
19077,HMGB2,1,POU2F1
19354,PRKAA1,-1,POU2F1
19356,SEMA7A,1,PLXNC1
19358,PRKCZ,1,PPP1R14A
19361,PRKCA,-1,HRH1
19363,NEK6,1,ACD
19366,CDK2,1,SP1
19504,PRKAA1,-1,HDAC7
19506,NHLRC1,-1,EPM2A
19512,UBE2E1,1,RNF167
19788,PRKCA,-1,GJA1
19790,PLRG1,1,HNRNPM
19795,AKT2,-1,FOXO3
19796,MAPK8,1,HNRNPK
19799,AURKB,1,CHMP4C
19802,EPHB1,1,CASKIN1
19803,HCK,1,CSF3R
20091,PDGFRB,1,FYN
20232,PPP2CA,-1,MAPK1
20234,PRKACA,1,FYN
20235,CRYAA,1,CRYBB2
20236,USP22,1,SIRT1
20238,MAPK1,1,SPHK1
20243,SHC3,1,GRB2
20244,NBR1,1,GABARAPL2
20661,SRC,1,BTK
20663,ROCK1,1,MAPK8IP3
20810,MAPK1,-1,ATP1A1
20812,CDK10,-1,ETS2
20814,PTPN2,-1,SRC
20817,CAMK2A,-1,ETS2
20819,FYN,-1,ITCH
20957,CAMK2G,1,GRIA1
20958,MAPK14,1,ZNHIT1
20960,HIPK2,-1,HMGA1
20961,MARK2,1,UTRN
20965,CDK2,1,NFYA
20969,MAPK3,1,SP3
20970,AKT1,1,SCYL1
21108,MAPK1,1,PML
21109,MAPK1,1,BMF
21110,PRKACA,1,ITPKA
21248,CSNK2A1,1,GTF2A1L
21249,MAPK8,1,CDKN1A
21391,CSNK2A1,1,PTGES3
21392,CDK9,-1,RCHY1
21393,CAMK2A,-1,RCHY1
21530,CDK1,1,CKAP2
21531,NCOR2,1,SPEN
21532,PRKAA1,-1,SREBF1
21533,CDC14A,-1,TP53
21534,TRIO,1,RAC1
21536,MAPK1,-1,PPARG
21814,CDK1,1,KIF20B
21815,MTOR,-1,IRS1
21823,GSK3B,1,SPAG5
21964,PTK6,1,AKT1
21965,BMPR1A,1,SMAD1
22242,MAPK3,-1,CIC
22244,WNT7B,1,FZD1
22382,DYRK1A,1,CCNL2
22385,UBE2K,1,RNF138
22386,PDPK1,1,AKT3
22390,KLF11,1,SIN3A
22391,HIPK2,1,CDKN1B
22392,MAPK3,-1,STK11
22394,BMX,1,RUFY1
22395,PRKDC,1,PNKP
22402,ADAM17,1,HBEGF
22403,ID1,-1,TCF12
22404,ID2,-1,TCF12
22543,PLK1,-1,IRS1
22546,MAPK8,-1,PPARG
22548,PRKCG,-1,CYTH2
22687,PRKCB,-1,CYTH2
22688,PAK1,1,TBCB
22689,CSNK1D,-1,MDM2
22690,MAP2K1,-1,IRS1
22691,PRKACA,1,EEF2K
22692,ARHGAP15,-1,RAC1
22693,SRC,1,GSN
22694,PTPRJ,-1,FLT1
22695,MAPKAPK2,1,TH
22973,MAPK10,-1,KIF5C
23110,CDK1,1,KHDRBS1
23112,NRBF2,-1,PIK3R4
23115,PRKCI,1,LLGL2
23116,ERGIC1,1,ERGIC3
23120,AURKB,1,NINL
23122,MAPK1,-1,TFEB
23123,PRKD1,-1,CERT1
23126,CDK2,1,NPAT
23130,PDPK1,1,PRKCZ
23131,PARP1,1,TP53
23132,PPP5C,-1,NR3C1
23133,CDK1,-1,MYOD1
23135,PRKACA,-1,LRRK2
23273,GRK6,-1,LTB4R
23275,PRKACA,-1,STMN1
23279,PREX1,1,RAC1
23282,PRKACA,-1,GLI2
23420,LRRK2,-1,SNAPIN
23424,PTPN11,1,MAP3K5
23563,CSRP3,1,MYOD1
23565,PIM1,-1,MAP3K5
23567,MAPK8,1,EIF4ENIF1
23571,GRK2,-1,BDKRB2
23576,BRSK1,-1,CDC25C
23718,CHEK2,1,RB1
23720,CSNK2A1,1,EIF2S2
23721,CLK2,1,PTPN1
23860,MAPK3,1,SREBF1
23862,AKT1,1,POU5F1
23863,RAP1GDS1,1,RHOA
23864,CSNK2A1,-1,C1R
23867,PEX14,1,PEX7
23868,CAMK2G,1,TH
23869,SMURF2,-1,SMAD5
23870,PDK3,-1,PDHA1
23871,SMURF1,-1,SMAD5
24008,PTPRC,-1,TYK2
24010,NUTF2,1,NUP62
24149,CDK1,1,SREBF1
24153,AKT3,-1,STK3
24154,PRKCA,1,NPHS1
24155,NUAK1,1,TP53
24292,SGK1,-1,MAP3K3
24293,PRKACA,-1,APC
24294,UBE2I,-1,JUN
24297,SH3BP1,-1,RAC1
24299,PPP1CA,1,CDC25C
24575,PNCK,1,EIF4G3
24576,PPP1CA,-1,BRCA1
24577,CDK7,1,ESR1
24578,PRKCD,1,PPP1R14B
24579,CSNK1E,1,APC
24581,SYP,1,VAMP2
24720,MAPK1,1,SREBF2
24721,SRC,1,RGS16
24722,MAPKAPK2,1,ARPC5
24862,RAC1,1,MAPK8
25002,MAPKAPK5,1,KALRN
25003,MAP3K3,1,MAP2K4
25004,SRC,1,CBLC
25008,MAPK1,1,TAGLN2
25009,UHMK1,-1,MBP
25147,WNT5A,1,FZD3
25154,CDK2,-1,TFCP2
25158,PLK3,1,VRK1
25159,FBLIM1,1,FLNB
25162,SRC,-1,SH3GL1
25167,TSC1,-1,RHEB
25169,GDF5,1,BMPR1B
25170,S100A8,-1,TLR4
25584,PRKCD,1,CHAT
25586,MAPK1,-1,FOXO3
25587,MAPK3,-1,PCYT1A
25590,MAPK1,-1,GORASP1
25593,PRKCD,1,GRK2
25594,PLK1,-1,SNCA
25733,PTP4A3,-1,EZR
25734,SSH1,1,CORO1B
25735,PRKCA,1,TRPM4
25738,PPP2CA,-1,SNCA
25740,PRKACA,-1,HSPB6
25879,MAPK3,-1,IRS1
25880,PRKCB,-1,CASR
26022,DYRK1A,1,SNCA
26160,CSNK2A1,1,PPP1R2
26162,RHOQ,1,EXOC7
26163,PLIN3,1,IGF2R
26304,PRKCG,1,GRM5
26305,MAPK14,1,TWIST1
26445,KATNA1,1,KATNB1
26446,KATNB1,1,KATNA1
26447,MAPK1,-1,IRS1
26449,PDK2,-1,PDHA2
26450,PLK1,1,RIOK2
26454,SRC,1,EZR
26455,MAX,1,MXD3
26457,FFAR1,1,GNAI1
26458,CDK2,1,BRCA1
26460,CASP3,-1,BRCA1
26602,PRKCA,1,PFKFB2
26603,AKT1,-1,HNRNPA1
26605,PPP2CB,-1,CARD11
26606,AKT1,-1,NCOR1
26609,BMP10,1,BMPR1A
26611,PAK4,1,ITGB5
26613,S1PR2,1,GNAI1
26614,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,-1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
26754,STK26,1,EZR
26759,MAPK3,1,KARS1
26899,SRC,1,SPTAN1
26906,PRKACB,1,MYBPC3
26907,CDK2,1,TP53
26910,TTK,1,TP53
26911,ACVR2A,1,ACVR1B
26915,PRKD1,1,TLR5
27054,GSK3B,-1,CLASP2
27055,GPKOW,1,DHX16
27056,SRC,-1,PPP2CA
27198,PRKACA,-1,ADD2
27337,MAPK1,1,DUSP16
27341,CUL3,1,KCTD10
27344,S1PR1,1,GNAI1
27345,STK11,1,NUAK1
27487,CDK2,-1,HMGA1
27489,EPHB2,-1,RRAS
27490,PAK1,1,ELF3
27494,CDK1,1,NIFK
27496,MAPK14,1,GATA2
27497,GSK3B,1,NIFK
27641,RAB9A,1,PLIN3
27645,MAPK3,-1,SULT4A1
27646,CDC42BPA,-1,PPP1R12C
27659,DUSP4,-1,MAPK9
27662,MAPK1,-1,AMPH
27663,CDK2,1,UBE2A
27939,CAPN3,1,GSK3A
27946,PRKCH,-1,GSK3A
28223,ASAP2,1,ARF5
28228,DVL1,-1,GSK3B
28231,YWHAE,1,NDEL1
28232,TNF,1,TNFRSF21
28234,CDK5,1,NDEL1
28236,GRN,-1,TNFRSF1A
28375,AKT1,-1,PLN
28656,SGK3,-1,GSK3A
28657,PRKCH,-1,GSK3B
28931,PRKCG,-1,GSK3A
28932,AKT2,1,ANKRD2
28933,LATS1,-1,WWTR1
29073,LATS2,-1,WWTR1
29074,KDR,1,GRB2
29075,CDK8,-1,SMAD3
29080,PRKCA,-1,PIP5K1B
29228,MAP3K3,1,MAP2K3
29232,CSNK2A2,1,TCF7L2
29233,LMO1,1,TAL1
29376,PPP2R5C,1,TP53
29377,PRKCA,-1,NOXA1
29517,LRRK2,-1,PRDX3
29518,STK11,1,NUAK2
29519,PRKAA1,1,KLC2
29796,AKT1,-1,METTL1
29936,PRKCG,1,PEBP1
30077,PRKCD,1,PEBP1
30079,MAPK1,1,CSNK2A1
30081,PAK3,1,RAF1
30225,CAMK2A,1,TH
30231,STK4,1,LATS1
30232,PRKCA,-1,ITPKA
30371,PRKCQ,1,FOSL1
30512,RHOA,1,MAPK8
30514,IFNW1,1,IFNAR1
30518,COL1A1,1,ITGA2_ITGB1
30521,MRTFA,1,SRF
30661,PPP1CC,-1,TP53
30664,GMNN,-1,CDT1
30667,PPP4C,1,BANF1
30669,MAPK3,1,ABI1
30672,IL7,1,IL2RG
30673,CDK5,-1,RB1
30674,CDK5,-1,CAMKK2
30675,CHEK1,1,H3-3A
30677,PPP1CB,-1,TP53
30816,SSH1,1,CFL1
30961,FBLN5,1,ELN
30963,ATM,1,RNF40
30968,SRC,1,ENO1
31107,MAPK1,1,TWIST1
31108,PRKACA,-1,KCNN2
31109,PLK1,1,YY1
31112,CSNK2A1,1,CDC27
31114,RPS6KB1,-1,TP63
31123,CSNK2A1,1,YY1
31124,PRKCA,-1,CDC42EP4
31126,LRRK2,-1,SNCA
31268,PRKACA,1,FXYD1
31269,CHEK1,1,BLM
31547,CDK1,1,NME1
31549,KMT2E,1,NCR2
31689,CSNK2A1,1,RANGAP1
31691,CAMK1,1,DNM1L
31838,MAPK3,1,NCF1
31977,PRKAA1,1,CDKN1B
31978,CSNK2A1,-1,EGR1
31979,PRKACA,1,CTNNB1
32117,SRC,1,KRAS
32120,BMP1,1,COL1A1
32126,SMAD6,-1,MAP3K7
32128,FYN,1,H3-3A
32130,MAPK1,1,ZFP36
32268,CSN1S1,1,RELA
32269,CDK3,1,ATF1
32546,MAPK8,-1,CDC25C
32551,ROCK1,1,MYL12B
32827,MAD2L2,-1,FZR1
32964,MAPKAPK5,1,PLA2G4A
32968,SRC,-1,CDH2
32974,SEMA3F,1,NRP2
32975,PAK1,-1,DYNLL1
32977,MAPK3,-1,TOB1
32978,PTPN1,-1,ROS1
32979,TLK2,1,ASF1A
32980,NDN,1,EID1
32982,PPP1CB,1,CASP2
32984,CSNK2A1,-1,PML
32985,PRKCD,-1,BDKRB2
32989,MAPK3,-1,MBP
32992,CSNK2A2,1,GTF2A1
32994,SGK2,-1,FOXO3
33132,CSNK2A1,1,LIG1
33136,DRD5,1,GNAZ
33139,SYK,1,SLC4A1
33140,SPRY4,-1,TESK1
33142,MAPK1,1,STAT5A
33144,CDC25A,1,CDK4
33282,F2R,1,GNA15
33285,PRKCA,-1,HNRNPA1
33290,KRAS,1,PIK3CG
33291,RNF5,-1,STING1
33430,PTPN1,-1,ABL1
33432,RNF146,-1,AXIN2
33435,PAK4,1,CTNNB1
33575,SRPK2,1,ACIN1
33580,CAST,-1,CAPN1
33581,STK11,1,SIK2
33583,DUSP7,-1,GHR
33721,GNG2,1,GNB1
33722,GNB1,1,GNG2
33724,NOXA1,1,NOX1
33725,PRKACA,-1,CACNA1H
33726,FGFR1,1,LDHA
33727,RPS6KA3,1,TH
33728,ACVR1B,1,TDP2
33872,MAPK11,1,TP53
33873,PRKCA,-1,HMGN2
33877,PRKACA,1,ETV1
34018,PIM1,1,RELA
34019,PRKCA,1,CHAT
34021,CSNK2A1,1,TLE1
34026,SRC,1,BMX
34027,CDK1,-1,VCPIP1
34164,RET,1,PTK2
34166,WNK1,1,OXSR1
34167,RPS6KA3,1,KCNK3
34168,PRKCD,1,ADRA2A
34170,RAD18,1,PCNA
34172,EGFR,1,MUC1
34175,FHL1,-1,RBPJ
34176,PTPRB,-1,KDR
34177,HDAC4,-1,MEF2C
34178,EGFR,1,GSTP1
34181,CSNK2A1,1,MEF2C
34182,CHUK,-1,TRAF4
34319,XRCC3,1,RAD51
34320,MAPK1,1,ATF2
34324,GRK2,1,RPLP2
34325,PRKACA,1,TFAP2A
34329,MAPK1,1,PPARA
34330,SCAND1,1,MZF1
34331,FLT3,1,STAT5A
34334,AKAP8L,1,DHX9
34336,STK11,1,SNRK
34338,CSNK2A1,1,SSB
34479,NLGN1,1,NRXN2
34755,PRKCB,1,ILF3
34756,AKT1,1,ILF3
34760,PTK6,1,ARHGAP5
34761,PHLPP2,1,STK4
34763,RASSF1,1,STK4
34764,CDK5,-1,EPRS1
34765,CAMKK1,1,PRKAA1
34766,TOMM70,1,HSP90AA1
34767,AHSA1,1,HSP90AA1
34768,PRKCD,-1,BEST1
34770,MAPK3,-1,GSK3B
34774,AKT1,-1,STK3
34775,ADORA1,1,GNAO1
34776,MTOR,1,SGK1
34777,KIT,-1,SLA
34918,FBXO11,-1,TP53
34921,PAK1,-1,PGAM1
34922,FBXW11,1,SKP1
35066,PLK1,1,GTSE1
35067,SYK,1,FCGR2A
35071,CDK4,-1,RUNX3
35074,CSNK2A1,1,TNFAIP1
35075,PRKCD,1,KLF5
35080,PRKACA,1,KCNK3
35082,PTPN6,-1,PTK2B
35224,CDK9,1,SUPT5H
35225,PIN1,1,MYC
35233,ERP44,-1,ITPR1
35234,F2,1,F5
35235,MECOM,-1,SMAD3
35236,COL2A1,1,ITGA2_ITGB1
35239,USO1,1,GOLGB1
35517,RAB5C,1,EEA1
35518,VRK1,1,JUN
35658,PSEN1,1,APH1A_NCSTN_PSEN1_PSENEN
35799,PRKCA,-1,GSK3B
35800,MAPKAPK2,1,BAG2
35939,AKT2,-1,STK3
36080,MAD2L1BP,1,TRIP13
36356,PRKACA,1,H3-3A
36357,CAMK2G,-1,MYLK
36358,MAPK1,1,JUN
36359,MAPK1,1,GTF2I
36360,HDAC4,-1,RUNX2
36361,CTSB,-1,BGLAP
36363,ADIPOQ,1,ADIPOR1
36364,CSNK2A1,1,EIF4G2
36365,VRK2,-1,BANF1
36503,PPP1CA,-1,TP53
36504,SRC,1,PAK2
36506,AKT1,1,AGAP2
36507,PPM1A,-1,CDK9
36508,PTPRJ,-1,MET
36510,CSNK2A1,-1,ESR1
36649,MAPK10,-1,YWHAZ
36650,LPAR1,1,GNA12
36653,AGTR1,1,GNAQ
36654,RPS6KA5,1,ETV1
36657,CAMKK1,1,CAMK4
36659,CSNK2A1,-1,HSP90AB1
36661,MAPK9,-1,RXRA
36662,MAPK3,1,PTTG1
36936,JDP2,-1,JUN
37075,RPS6KA1,1,PPP1R3A
37079,ABL2,1,CEBPB
37080,DYRK1A,1,LIN52
37217,PRKCB,-1,HABP4
37360,AKT1,1,PFKFB2
37498,PPP3CC,1,KSR2
37500,INSR,1,SHC1
37639,CSNK2A1,1,PTPRC
37644,CDK4,1,PELP1
37647,PLK1,1,CEP192
37649,AKT1,1,SH2B2
37652,SEMA7A,1,ITGA1_ITGB1
37655,MAPK11,1,HBP1
37656,RPS6KA1,-1,DEPTOR
37660,MCF2L,1,RHOA
37664,SRC,-1,PDCD6IP
37667,TSPAN33,1,ADAM10
37943,EPHA2,-1,CLDN4
37946,ARHGAP26,-1,RHOA
37947,AURKC,1,TACC1
37949,CSNK2A1,-1,JUN
38088,PRKCB,1,NRGN
38232,RPS6KA5,-1,BAD
38236,SRC,1,PRKCD
38241,PLK1,1,RAN
38242,RAPGEF5,1,RAP1A
38247,MAPK1,1,SP1
38248,APOE,1,VLDLR
38249,MAPK8,1,SIRT1
38252,GSK3B,1,BICD1
38253,DUSP3,-1,EGFR
38259,PRKACA,-1,HMGN1
38261,MAPK1,-1,CIC
38263,EREG,1,ERBB3
38272,EP300,1,MEF2D
38274,S1PR1,1,GNAI3
38413,CAMK2A,1,RIMS1
38415,FGFR1,-1,SYNCRIP
38417,SRC,1,DAB1
38419,GOLGA2,1,GORASP1
38421,PLK3,-1,SNCA
38422,AURKA,1,H3C12
38424,AKT1,-1,CDCA7
38426,CCP110,1,CALM1
38430,ATG4B,1,MAP1LC3C
38431,CDK1,-1,ATAD5
38435,S100A9,1,TLR4
38438,MAPK9,1,ATF2
38579,PRKACA,-1,MYOM2
38580,AKT1,-1,STK4
38855,PRKCH,1,PRKD2
38858,CAPN2,1,GSK3A
38863,S1PR3,1,GNAI1
38865,PPP2CA,-1,RACGAP1
39004,PLK1,1,ANAPC1
39007,PLK1,1,TRIOBP
39009,PLK1,1,NUDC
39156,LIPH,1,LPAR2
39157,SKP1,1,CUL1
39159,DOK1,-1,ITGB3
39162,IRF1,1,IRF8
39302,PAK3,-1,CALD1
39303,COL1A1,1,DDR1
39304,PLK1,1,TERF1
39305,CDK5,1,GRIN2A
39309,STK3,1,NEK2
39583,PKN1,1,RAF1
39586,PPP2CA,-1,STK4
39587,PTPRA,-1,LYN
39865,ATM,1,ZNF148
39866,CAMK2A,1,GRIA4
40003,GPHA2,1,TSHR
40004,PRKACA,1,PDE10A
40005,STK39,-1,SLC12A3
40008,MAPK1,1,EP300
40009,HDAC5,-1,MEF2A
40011,PLK1,1,KIF2B
40014,CSNK2A1,1,APEX1
40019,PRKCG,1,NRGN
40022,CSNK2A1,-1,PIN4
40025,CSF1,1,CSF1R
40027,PRKAA1,-1,HDAC5
40164,CDK2,1,RBBP8
40165,PHB2,-1,MYOD1
40167,GSK3B,-1,PTEN
40168,PTPN21,1,SRC
40307,LYN,1,PAG1
40590,TNFSF14,1,TNFRSF14
40591,PAK1,1,ARAF
40592,PPP2CB,-1,AKT3
40730,CSNK2A1,-1,TTI1
40731,YAP1,1,TEAD1
40735,ROCK1,1,RDX
40736,MAPK1,-1,TOB1
40737,PRKAA1,-1,HNF4A
40739,ATG14,1,PIK3C3
40740,PRKCD,1,SLC29A1
40741,SMO,1,GNB3
40743,MTOR,1,ISCU
40744,PDK1,-1,PDHA2
40746,MAPK14,-1,CASP3
40747,CEP135,1,CENPJ
40751,PPP2CA,-1,AKT3
40754,CDK1,-1,PML
40757,PRKACA,-1,DSP
40895,CHUK,-1,FOXA2
40896,RPS6KA1,1,CDC25B
40897,DYRK1B,1,CDKN1A
40898,SERPINC1,1,LRP1
40900,PRKCD,1,ITGB7
40901,DOK1,-1,ITGB7
40902,PLK1,1,DCTN1
41178,PRKACA,1,DUOX1
41181,GSK3B,1,DROSHA
41183,SRC,-1,GJA1
41320,SRPK1,1,SRSF1
41321,PRKCQ,1,MSN
41324,AURKA,1,LATS2
41325,SIRT2,-1,KAT2B
41326,NLGN1,1,NRXN1
41603,PTPRZ1,-1,ARHGAP35
41604,ROCK1,-1,ARHGAP35
41608,MAP3K1,1,STAT3
41611,ATM,1,FANCA
41612,ATM,1,PPM1G
41613,PIAS4,1,RPA2
41751,LRRC4B,1,PTPRF
41755,CDK1,-1,FEN1
41756,CDK1,-1,CUX1
41757,SRC,1,KCNA3
41895,EIF4G2,1,EIF2S2
42033,WNT11,1,FZD7
42307,TRADD,1,BIRC2
42312,OSM,1,IL6ST
42313,CNTF,1,IL6ST
42314,MYOCD,1,SRF
42315,AURKA,1,AURKAIP1
42316,MAPK1,1,RPS3
42460,CDK1,1,DNMT1
42461,CDK1,1,NDE1
42463,CHEK2,1,VHL
42607,CDK1,-1,DDX3X
42608,PPP2R2A,-1,AKT1
42610,PRKACA,-1,MIP
42613,CDK4,-1,BRCA1
42614,NCOR1,1,BCL6
42616,THEM4,-1,AKT1
42617,LIF,1,IL6ST
42755,BRSK1,-1,CDC25B
42758,ABL1,1,CEBPB
42760,MARK3,-1,CDC25C
42898,AKT1,-1,MXD1
42899,PRKCE,1,IQGAP1
42900,DYRK1A,-1,AMPH
42904,PLK1,-1,MRE11
43041,MAPK14,-1,CDC25C
43043,EIF2B5,1,EIF2S2
43045,MTCP1,1,AKT2
43046,CSNK2A1,1,EIF2B5
43048,CDK1,1,LIG1
43049,NLGN1,1,NRXN1
43051,DYRK1A,-1,FOXO3
43054,IKBKE,-1,FOXO3
43057,CSNK2A1,1,GTF2A1
43058,FYN,1,CD300LB
43059,EYA1,-1,H2AX
43061,MAPK14,1,SLC9A1
43062,CSNK1D,-1,PER1
43065,PRKAA1,1,PRKAB1
43206,PPP2CA,-1,TRAF2
43207,CAMK1,1,GCM1
43210,TESK2,-1,CFL2
43211,VCP,1,NPLOC4
43212,SRC,1,LRP1
43214,RB1,-1,TRIP11
43491,CAMK2A,-1,CALD1
43493,DYRK1B,1,CDKN1B
43498,PRKCD,-1,MEP1B
43502,PRKCB,1,TOP2A
43504,PRKCA,1,KCNQ2
43506,PPP1CA,-1,AKT1
43643,PRKCA,-1,CORO1B
43644,IKBKB,-1,YWHAB
43646,CSNK1A1,-1,DEPTOR
43652,ASIP,-1,MC1R
43653,MAPK8,-1,NR4A1
43654,PRKCD,-1,HMGA1
43656,NUAK1,-1,CASP6
43657,CBL,-1,ERBB2
43660,CBFA2T3,-1,ZNF652
43665,CTSS,-1,BGLAP
44075,GSK3B,1,CIITA
44078,MAPK3,1,RUNX2
44358,STK24,1,STK38L
44368,ATR,1,CHEK2
44520,NLGN2,1,NRXN2
44522,PTPN12,-1,ABL1
44525,WNK1,1,STK39
44526,PRKACA,1,PRKAR2B
44528,AMER1,1,APC
44538,TNFSF11,1,TNFRSF11B
44541,PRKACA,1,THOP1
44556,PRMT1,-1,FUS
44557,CSNK2A1,-1,DDIT3
44560,CTSG,1,C3
44561,VAV2,1,RHOA
44563,AURKA,-1,PIN1
44566,UBA52,1,PRKN
44568,SRC,1,PIP5K1C
44570,TTBK1,-1,MAPT
44578,IL12B,1,IL12RB1
44579,CD74,1,CXCR4
44583,ASAP2,1,ARF6
44592,YWHAE,-1,CDKN1B
44593,SGK3,1,FLII
44594,SLIT2,1,GPC1
44595,PRKCB,-1,EWSR1
44596,MAPKAPK5,1,TH
44739,PRKG1,-1,PLCB3
44741,AURKB,1,TP53BP1
44743,DEF6,1,CDC42
44746,ITK,1,TEC
44749,PDPK1,1,PRKCE
44751,PLN,-1,ATP2A2
44752,RPS6KA5,-1,H2AC15
44753,MAPK1,1,SP3
44754,ELOC,1,H1-1
44755,MAPK13,-1,PRKD1
44757,CSNK2A1,1,CAPZA1
44759,MAPK1,1,SPHK2
44772,ATR,1,KMT2A
44774,MAPK3,-1,LIFR
44775,LCK,1,LAT
44776,PRKCB,-1,KCNC4
44782,PRKACA,1,CSK
44784,IFNA13,1,IFNAR1_IFNAR2
44786,PTPRH,-1,GHR
